Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Month,Industry/ Vertical,Sub-Vertical,Industry/Vertical,City,Investor Name,Amount(in USD),Investment Type,Founding Date,Founders,Investors,Investment Stage,Amount_Numeric,Amount_Log,Combined_Description,Cleaned_Description,City_Encoded,Industry/Vertical_Encoded,Investment Stage_Encoded
Toch.ai,,,,,,,2021,Oct,,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",SaaS,Mumbai,,$11000000,,2016,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",,Series A,11000000.0,16.213405921671733,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos. SaaS",toch is an ai driven platform that helps broadcasters ott platforms media platforms and creators to revolutionize videos saas,77,423,39
Playto Labs,,,,,,,2021,Oct,,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,E-learning,Bangalore,,$500000,,2021,Pavan Ponnaganti,Inflection Point Ventures,Seed,500000.0,13.122365377402328,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com E-learning,playto labs provides robotics toys and online classes for kids to help them develop the key 21st century skills book a free trial for your child today at www playtolabs com e learning,8,174,30
Fraazo,,,,,,,2021,Oct,,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,Food & Beverages,Mumbai,,$50000000,,2020,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,Series B,50000000.0,17.72753358339242,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours. Food & Beverages,fraazo is mumbai s favourite app for fresh vegetables and fruits coming straight from the farm to your doorstep within 18 hours food beverages,77,234,43
Arcana,,,,,,,2021,Oct,,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,Information Technology & Services,Bangalore,,$2300000,,2019,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",Unknown,2300000.0,14.648420115681892,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products. Information Technology & Services,arcana offers a privacy stack sdk to dapp developers on evm compatible blockchains chains to build privacy first products information technology services,8,299,59
FloCareer,,,,,,,2021,Oct,,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",Information Services,Bangalore,,$5700000,,2018,"Mohit Jain,  Mehul Bhatt",Data Point Capital,Series A,5700000.0,15.555976908243359,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​. Information Services",the best skills validation platform that provides interview as a service information services,8,297,39
Nap Chief,,,,,,,2021,Oct,,India's favourite Kid's wear and Family Sleepwear D2C Brand,Apparel & Fashion,Mumbai,,$200000,,2019,Raghav Gupta,Titan Capital,Seed,200000.0,12.206077645517674,India's favourite Kid's wear and Family Sleepwear D2C Brand Apparel & Fashion,india s favourite kid s wear and family sleepwear d2c brand apparel fashion,77,35,30
AcknoLedger,,,,,,,2021,Oct,,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,Crypto,Mumbai,,$1500000,,2021,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",Seed,1500000.0,14.220976332738882,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming Crypto,acknoledger is a global platform that distributes web 3 0 digital assets seamlessly across all the metaverses and gaming crypto,77,136,30
ApplicateAI,,,,,,,2021,Oct,,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",Information Technology & Services,Gurugram,,$30000000,,2014,"Madhusudan Atmakuri, Ranjeet Kumar",,Series A,30000000.0,17.216707972959764,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement. Information Technology & Services",applicateai is an integrated ai bot platform for enterprise with defined and curated work flows for sales consumer engagement and employee support and engagement information technology services,43,299,39
VLCC Health Care,,,,,,,2021,Oct,,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,"Health, Wellness & Fitness",Gurugram,,$4000000,,1989,Vandana Luthra,,Unknown,4000000.0,15.201805169084134,"VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services Health, Wellness & Fitness",vlcc is today widely recognized for its comprehensive portfolio of beauty and wellness products and services health wellness fitness,43,270,59
Duroflex,,,,,,,2021,Oct,,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",Furniture,Bangalore,,$60000000,,1963,P. C. Mathew,Norwest Venture Partners,Unknown,60000000.0,17.909855136853043,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions. Furniture",5 decades of experience superior quality and best in class innovation help us in bringing you a wide range of mattresses pillows protectors and other sleep solutions furniture,8,252,59
Aviom India,,,,,,,2021,Oct,,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,Financial Services,Bhilwara,,$8000000,,2016,Kajal Ilmi,Sabre Partners,Series C,8000000.0,15.894952224644102,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas Financial Services,aviom india housing finance pvt ltd is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas financial services,15,224,46
Onato,,,,,,,2021,Oct,,A startup solving inefficiencies in the agri supply chain,Computer Software,Bangalore,,$2200000,,2021,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",Unknown,2200000.0,14.603968372873895,A startup solving inefficiencies in the agri supply chain Computer Software,a startup solving inefficiencies in the agri supply chain computer software,8,109,59
Mestastop Solutions,,,,,,,2021,Oct,,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",Biotechnology,Bangalore,,$100000,,2018,Dr Arnab Roy Chowdhury,CIIE.CO,Unknown,100000.0,11.51293546492023,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo. Biotechnology",mestastop aims to provide a solution for such challenges with their unique proprietary platforms metassay metscan and metvivo biotechnology,8,79,59
SaaS Labs,,,,,,,2021,Oct,,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",SaaS,Noida,,$17000000,,2016,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",Series A,17000000.0,16.648723960844016,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe. SaaS",building high impact communication workflow and productivity tools for sales and support teams throughout the globe saas,86,423,39
Devnagri,,,,,,,2021,Oct,,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",Translation & Localization,Noida,,$600000,,2017,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",Seed,600000.0,13.304686600863562,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages. Translation & Localization",devnagri is an ai powered human translation platform working in all 22 indian languages translation localization,86,491,30
CRED,,,,,,,2021,Oct,,CRED is a credit card payment platform that rewards users with points for paying their bills.,Finance,Bangalore,,$250000000,,2018,Kunal Shah,"Tiger Global, Falcon Edge",Series E,250000000.0,19.33697147982652,CRED is a credit card payment platform that rewards users with points for paying their bills. Finance,cred is a credit card payment platform that rewards users with points for paying their bills finance,8,222,50
ConveGenius,,,,,,,2021,Oct,,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,Education Management,Noida,,$5000000,,2013,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",Pre-seed,5000000.0,15.424948670398354,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India. Education Management,an edtech social enterprise focused on closing the gap in educational achievement for children and youth in india education management,86,192,23
Totality,,,,,,,2021,Oct,,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",Entertainment,Gurugram,,$1000000,,2017,Anshul Rustaggi,"Leo Capital, Mayfield Fund",Unknown,1000000.0,13.815511557963774,"Totality with the goal of combining scalability through technology, innovation through design & retention through content. Entertainment",totality with the goal of combining scalability through technology innovation through design retention through content entertainment,43,196,59
CredAble,,,,,,,2021,Oct,,CredAble provides liquidity programs for enterprise supply chains.,Financial Services,Mumbai,,$30000000,,2017,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",Series B,30000000.0,17.216707972959764,CredAble provides liquidity programs for enterprise supply chains. Financial Services,credable provides liquidity programs for enterprise supply chains financial services,77,224,43
MarketWolf,,,,,,,2021,Oct,,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",Financial Services,Mumbai,,$5500000,,2017,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",Seed,5500000.0,15.520258832020865,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun. Financial Services",marketwolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold simple and fun financial services,77,224,30
Wondrlab,,,,,,,2021,Oct,,India's largest platform-first martech startup,Marketing & Advertising,Mumbai,,$7000000,,2020,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",Pre-series A,7000000.0,15.76142084987672,India's largest platform-first martech startup Marketing & Advertising,india s largest platform first martech startup marketing advertising,77,348,26
SUN Mobility,,,,,,,2021,Oct,,Provider of universal energy infrastructure and services to accelerate mass EV usage!,Automotive,Bangalore,,$50000000,,2017,Chetan Maini,Vitol,Unknown,50000000.0,17.72753358339242,Provider of universal energy infrastructure and services to accelerate mass EV usage! Automotive,provider of universal energy infrastructure and services to accelerate mass ev usage automotive,8,46,59
Tamasha,,,,,,,2021,Oct,,"Tamasha, the next-generation interactive entertainment platform.",Entertainment,Mumbai,,$3000000,,2020,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,Pre-series A,3000000.0,14.914123179965662,"Tamasha, the next-generation interactive entertainment platform. Entertainment",tamasha the next generation interactive entertainment platform entertainment,77,196,26
Revfin,,,,,,,2021,Oct,,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",Financial Services,New Delhi,,$4000000,,2017,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",Pre-series A,4000000.0,15.201805169084134,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers Financial Services",revfin is a financial technology fintech company advanced digital lending platform makes getting a loan convenient and accessible for customers financial services,81,224,26
Yu Foodlabs,,,,,,,2021,Oct,,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,Food & Beverages,Gurugram,,$1000000,,2020,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",Pre-series A,1000000.0,13.815511557963774,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives Food & Beverages,re imagining packaged foods with natural ingredients zero preservatives food beverages,43,234,26
MergerDomo,,,,,,,2021,Oct,,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,Investment Banking,New Delhi,,$500000,,2018,Hormazd Charna,Nadir B Godrej,Unknown,500000.0,13.122365377402328,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth Investment Banking,mergerdomo is the one stop global online m a marketplace for corporate and business growth investment banking,81,313,59
FarMart,,,,,,,2021,Oct,,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,Farming,Gurugram,,$10000000,,2015,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,Series A,10000000.0,16.118095750958314,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices. Farming,farmart is an agritech platform that helps businesses easily source high quality produce at reasonable prices farming,43,210,39
Questt,,,,,,,2021,Oct,,Questt is a Free online homework app that lets teachers assign gamified homework to students.,EdTech,Gurugram,,$6750000,,2020,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,Series A,6750000.0,15.72505321099685,Questt is a Free online homework app that lets teachers assign gamified homework to students. EdTech,questt is a free online homework app that lets teachers assign gamified homework to students edtech,43,185,39
IDfy,,,,,,,2021,Oct,,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,Information Technology & Services,Mumbai,,$10000000,,2011,Ashok Hariharan,"TransUnion, Blume Ventures",Series D,10000000.0,16.118095750958314,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted. Information Technology & Services,idfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted information technology services,77,299,48
ClearDekho,,,,,,,2021,Oct,,ClearDekho is India’s Leading Affordable Eyewear Brand.,Retail,Ghaziabad,,$4000000,,2016,"Saurabh Dayal, Shivi Singh",Aroa Ventures,Pre-series A,4000000.0,15.201805169084134,ClearDekho is India’s Leading Affordable Eyewear Brand. Retail,cleardekho is india s leading affordable eyewear brand retail,39,419,26
BookingJini,,,,,,,2021,Oct,,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,Hospitality,Gurugram,,$1200000,,2017,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,Pre-series A,1200000.0,13.997832948091215,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth. Hospitality,bookingjini strive to empower hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate top line and bottom line growth hospitality,43,286,26
Sourcewiz,,,,,,,2021,Oct,,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,Information Technology & Services,Gurugram,,$3000000,,2021,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",Seed,3000000.0,14.914123179965662,Building a platform for exporters to digitize their workflows and help them grow and manage their business. Information Technology & Services,building a platform for exporters to digitize their workflows and help them grow and manage their business information technology services,43,299,30
Tvasta,,,,,,,2021,Oct,,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,Mechanical Or Industrial Engineering,Chennai,,$400000,,2016,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,Unknown,400000.0,12.899222326086994,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization. Mechanical Or Industrial Engineering,developing new age manufacturing and automation technologies that can increase human productivity by allowing deep personalization mechanical or industrial engineering,24,354,59
Kafqa Academy,,,,,,,2021,Oct,,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",E-learning,Bangalore,,$1300000,,2021,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",Seed,1300000.0,14.077875591662238,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama. E-learning",kafqa academy is a global performing arts academy that offers classes in dancing singing and speech drama e learning,8,174,30
Trell,,,,,,,2021,Oct,,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,Social commerce,Bangalore,,$100000000,,2016,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,Unknown,100000000.0,18.420680753952364,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation Social commerce,trell is turning over a new leaf with the wave of digitalization sweeping across the nation social commerce,8,445,59
Storia,,,,,,,2021,Oct,,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Food & Beverages,Mumbai,,$6000000,,2016,Vishal Shah,Sixth Sense Ventures,Series A,6000000.0,15.607270193858982,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle. Food & Beverages",storia foods and beverages is committed to creating products that are natural full of goodness and promote a healthy lifestyle food beverages,77,234,39
Clear,,,,,,,2021,Oct,,India’s leading FinTech SaaS platform,Computer Software,Bangalore,,$75000000,,2011,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",Series C,75000000.0,18.132998684833918,India’s leading FinTech SaaS platform Computer Software,india s leading fintech saas platform computer software,8,109,46
Groww,,,,,,,2021,Oct,,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,Finance,Bangalore,,$250000000,,2016,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,Series E,250000000.0,19.33697147982652,Groww is on a mission to democratize access to financial services for millions of Indians responsibly. Finance,groww is on a mission to democratize access to financial services for millions of indians responsibly finance,8,222,50
The Indus Valley,,,,,,,2021,Oct,,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,Consumer Goods,Chennai,,$1100000,,2016,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",Unknown,1100000.0,13.910821646859095,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand. Consumer Goods,consumer goodsthe indus valley is a direct to consumer d2c healthy kitchenware brand consumer goods,24,116,59
BharatPe,,,,,,,2021,Oct,,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",Financial Services,New Delhi,,$10000000,,2018,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services,Unknown,10000000.0,16.118095750958314,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service. Financial Services",bharatpe launched india s first upi interoperable qr code first zero mdr payment acceptance service and first upi payment backed merchant cash advance service financial services,81,224,59
Teachmint,,,,,,,2021,Oct,,Teachmint is an education infrastructure provider and India’s largest teaching platform.,E-learning,Bangalore,,$78000000,,2020,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",Series B,78000000.0,18.17221939747438,Teachmint is an education infrastructure provider and India’s largest teaching platform. E-learning,teachmint is an education infrastructure provider and india s largest teaching platform e learning,8,174,43
Porter,,,,,,,2021,Oct,,Porter is India's Largest Marketplace for Intra-City Logistics.,Logistics & Supply Chain,Bangalore,,$100000000,,2014,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",Series E,100000000.0,18.420680753952364,Porter is India's Largest Marketplace for Intra-City Logistics. Logistics & Supply Chain,porter is india s largest marketplace for intra city logistics logistics supply chain,8,334,50
O4S,,,,,,,2021,Oct,,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,Information Technology & Services,Gurugram,,$6000000,,2017,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",Series A,6000000.0,15.607270193858982,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance. Information Technology & Services,o4s saas helps consumer brands to digitize and automate their supply chain thereby increasing sales and performance information technology services,43,299,39
Wobb,,,,,,,2021,Oct,,The platform for marketers to find and work with influencers,Marketing,Gurugram,,$200000,,2020,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",Pre-seed,200000.0,12.206077645517674,The platform for marketers to find and work with influencers Marketing,the platform for marketers to find and work with influencers marketing,43,347,23
BASIC Home Loan,,,,,,,2021,Oct,,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,Financial Services,Gurugram,,$3500000,,2020,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",Series A,3500000.0,15.068273812173887,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment. Financial Services,basic home loan is india s first automated platform for secured lending with special focus on the affordable housing segment financial services,43,224,39
Siply,,,,,,,2021,Oct,,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",Financial Services,Bangalore,,$3200000,,2020,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",Pre-series A,3200000.0,14.978661680269907,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1 Financial Services",a tech enabled micro savings platform for the underserved masses that makes it possible to save starting at re 1 financial services,8,224,26
BankSathi,,,,,,,2021,Oct,,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",Financial Services,New Delhi,,$500000,,2020,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",Unknown,500000.0,13.122365377402328,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience. Financial Services",banksathi is a fintech platform to empower consumers to save money and time on financial products through safe easy and trustable shopping experience financial services,81,224,59
Gramophone,,,,,,,2021,Oct,,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",AgriTech,Indore,,$10000000,,2016,"Tauseef Khan, Harshit Gupta",Z3Partners,Unknown,10000000.0,16.118095750958314,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers. AgriTech",create a difference in farming by bringing timely information technology and right kind of inputs to achieve better yields for farmers agritech,52,28,59
Healofy,,,,,,,2021,Oct,,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,Femtech,Bangalore,,$6000000,,2016,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",Series B,6000000.0,15.607270193858982,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips Femtech,healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips femtech,8,217,43
E42,,,,,,,2021,Oct,,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,Computer Software,Pune,,$5400000,,2012,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,Series A,5400000.0,15.501909696719672,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes. Computer Software,e42 is the world s leading natural language processing based ai platform driving enterprise cognition across processes computer software,101,109,39
Spottabl,,,,,,,2021,Oct,,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,Human Resources,Bangalore,,$400000,,2017,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",Seed,400000.0,12.899222326086994,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model. Human Resources,spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model human resources,8,290,30
DeHaat,,,,,,,2021,Oct,,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,Information Technology & Services,Gurugram,,$115000000,,2012,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",Series D,115000000.0,18.560442695023177,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India. Information Technology & Services,dehaat is one of the fastest growing start ups in agri tech sector and one of the very few companies providing end to end solutions and services to the farming community in india information technology services,43,299,48
Shumee,,,,,,,2021,Oct,,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",Retail,Bangalore,,$Undisclosed,,2014,Meeta Sharma Gupta,Dia Mirza,Unknown,,,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy. Retail",an indian mom made toy brand passionate about making playtime development friendly child safe and sustainable our design philosophy is that play is 90 child and 10 toy retail,8,419,59
Zolve,,,,,,,2021,Oct,,World's first cross-border Neobank,Financial Services,Bangalore,,$40000000,,2020,Raghunandan G,DST Global,Series A,40000000.0,17.50439003707821,World's first cross-border Neobank Financial Services,world s first cross border neobank financial services,8,224,39
Instoried,,,,,,,2021,Oct,,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",Computer Software,Bangalore,,$8000000,,2018,Sharmin Ali,"Pritt Investment Partners, 9Unicorns",Unknown,8000000.0,15.894952224644102,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content. Computer Software",the platform helps content writers in e commerce news fmcg and other verticals to optimize emotions in their marketing content computer software,8,109,59
SportZchain,,,,,,,2021,Oct,,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,sports,Mumbai,,$400000,,2021,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",Pre-seed,400000.0,12.899222326086994,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry. sports,sportzchain is india s first blockchain based platform poised to disrupt a multi billion dollar fan engagement industry sports,77,528,23
Hypto,,,,,,,2021,Oct,,The next generation of web services that democratize access to finance for developers and businesses.,Tech startup,Chennai,,$3000000,,2018,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,Seed,3000000.0,14.914123179965662,The next generation of web services that democratize access to finance for developers and businesses. Tech startup,the next generation of web services that democratize access to finance for developers and businesses tech startup,24,480,30
CHUPPS,,,,,,,2021,Oct,,D2C footwear brand,Foootwear,Mumbai,,$1100000,,2016,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,Pre-series A,1100000.0,13.910821646859095,D2C footwear brand Foootwear,d2c footwear brand foootwear,77,251,26
Zenduty,,,,,,,2021,Oct,,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",Computer Software,Bangalore,,$1900000,,2019,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,Pre-series A,1900000.0,14.45736497045232,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams Computer Software",next generation end to end incident response platform for sres devops itops and support teams computer software,8,109,26
R for Rabbit,,,,,,,2021,Oct,,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,Consumer Goods,Ahmedabad,,$5000000,,2014,Kunal Popat,Xponentia Capital Partners,Unknown,5000000.0,15.424948670398354,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby. Consumer Goods,the concept of r for rabbit was conceived after the founder of the company was blessed with a baby consumer goods,3,116,59
Acko,,,,,,,2021,Oct,,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,Insurance,Bangalore,,$255000000,,2016,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",Series D,255000000.0,19.35677410704427,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless. Insurance,acko is india s first and fastest growing insurtech company which makes buying and using insurance effortless insurance,8,303,48
LoveLocal,,,,,,,2021,Oct,,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Retail,Mumbai,,$18000000,,2015,Akanksha Hazari,Vulcan Capital,Pre-series B,18000000.0,16.705882371415992,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future. Retail,lovelocal formerly known as m paani is bringing trusted local shops online and empowering them to deliver the neighbourhood shopping experience of the future retail,77,419,28
SupplyNote,,,,,,,2021,Oct,,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",Food & Beverages,Noida,,$1200000,,2015,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,Pre-series A,1200000.0,13.997832948091215,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers. Food & Beverages",supplynote is cloud based web and mobile enabled suite connecting outlets service providers and suppliers food beverages,86,234,26
